rangeBinIndexMax,rangeBinIndexPhase,maxVal,processingCyclesOut,rangeBinStartIndex,rangeBinEndIndex,unwrapPhasePeak_mm,outputFilterBreathOut,outputFilterHeartOut,heartRateEst_FFT,heartRateEst_FFT_4Hz,heartRateEst_xCorr,breathingRateEst_FFT,breathingRateEst_peakCount,heartRateEst_peakCount_filtered,confidenceMetricBreathOut,confidenceMetricHeartOut,confidenceMetricHeartOut_4Hz,sumEnergyBreathWfm,sumEnergyHeartWfm,confidenceMetricHeartOut_xCorr,reserved,reserved,reserved
0,17,1507964032.0,2191820,8,29,-30.438720703125,0.03020915389060974,-0.29577696323394775,67.96875,101.953125,63.15789794921875,68.203125,18.75,19.047618865966797,23.4375,9.97356128692627,11.174315452575684,0.3194988965988159,0.5064283013343811,2.409423828125,23.650165557861328,292.15887451171875,0.0
0,17,2147352576.0,2186199,8,29,-30.521419525146484,0.029190272092819214,-0.30586254596710205,67.96875,101.953125,63.15789794921875,67.96875,18.75,19.047618865966797,23.4375,10.080541610717773,11.137153625488281,0.31949880719184875,0.5064287185668945,2.409423828125,22.13722038269043,324.3268737792969,0.0
0,17,1822519552.0,2186251,8,29,-30.662914276123047,0.02278170734643936,-0.2668769359588623,67.96875,101.953125,63.15789794921875,67.96875,18.75,19.047618865966797,23.4375,10.002208709716797,11.084755897521973,0.3194988965988159,0.5064288377761841,2.409423828125,20.442502975463867,343.7221374511719,0.0
0,17,2147483648.0,2186237,8,29,-30.698244094848633,0.01307573914527893,-0.19674524664878845,67.96875,101.953125,63.15789794921875,67.96875,18.75,19.047618865966797,23.4375,10.160589218139648,11.015257835388184,0.319498747587204,0.5064289569854736,2.409423828125,18.56922721862793,345.890380859375,0.0
0,17,1992074240.0,2186226,8,29,-30.734329223632812,0.001665852963924408,-0.11358144879341125,67.96875,101.953125,63.15789794921875,67.96875,18.75,19.047618865966797,23.4375,10.221643447875977,10.929141998291016,0.3194988965988159,0.506428062915802,2.409423828125,16.715078353881836,335.0462341308594,0.0
0,17,1350691840.0,2186252,8,29,-30.778654098510742,-0.009119972586631775,-0.030194193124771118,67.96875,101.953125,63.15789794921875,67.96875,18.75,19.047618865966797,23.4375,10.226932525634766,10.829045295715332,0.31949886679649353,0.5064278244972229,2.409423828125,15.126744270324707,318.7497253417969,0.0
0,17,740641024.0,2187721,8,29,-30.875146865844727,-0.01799681782722473,0.04667198657989502,67.96875,101.953125,63.15789794921875,67.96875,18.75,19.047618865966797,23.4375,10.2606840133667,10.71908187866211,0.31949859857559204,0.506428599357605,2.409423828125,13.93795394897461,303.9013671875,0.0
0,17,654472384.0,2187589,8,29,-31.012876510620117,-0.025861918926239014,0.11322097480297089,67.96875,101.953125,63.15789794921875,67.96875,18.75,19.047618865966797,18.75,10.331194877624512,10.604510307312012,0.31949880719184875,0.506428062915802,2.409423828125,13.212997436523438,295.1158142089844,0.0
0,17,468297472.0,2186165,8,29,-31.065244674682617,-0.034468695521354675,0.1643797606229782,67.96875,101.953125,63.15789794921875,67.96875,18.75,19.047618865966797,18.75,10.438586235046387,10.491427421569824,0.31949886679649353,0.5064288973808289,2.409423828125,13.079787254333496,293.870361328125,0.0
0,17,923104320.0,2186193,8,29,-30.865386962890625,-0.04404005408287048,0.19267095625400543,67.96875,101.953125,63.15789794921875,67.96875,18.75,19.047618865966797,18.75,10.642983436584473,10.386151313781738,0.31949880719184875,0.5064290165901184,2.409423828125,13.711336135864258,297.7379150390625,0.0
0,17,1934175232.0,2186124,8,29,-30.698184967041016,-0.04969912767410278,0.19245588779449463,67.96875,101.953125,63.15789794921875,67.96875,18.75,18.75,18.75,10.781004905700684,10.305780410766602,0.3194989860057831,0.5064291954040527,2.409423828125,14.810205459594727,301.3706359863281,0.0
0,17,1552301184.0,2186146,8,29,-30.58243179321289,-0.04539912939071655,0.16636641323566437,67.96875,101.953125,63.15789794921875,67.96875,18.75,18.75,18.75,10.976920127868652,10.246665000915527,0.31949886679649353,0.506428599357605,2.409423828125,15.390266418457031,300.1409912109375,0.0
0,17,1973256320.0,2187717,8,29,-30.487979888916016,-0.03123435378074646,0.12585043907165527,67.96875,101.953125,63.15789794921875,68.203125,18.75,18.75,18.75,11.099214553833008,10.210664749145508,0.31375938653945923,0.4556253254413605,2.9286787509918213,14.826824188232422,293.0531005859375,0.0
0,17,2147352576.0,2202404,8,29,-30.41444969177246,-0.010935425758361816,0.0831419974565506,67.96875,101.953125,63.15789794921875,68.4375,18.75,18.75,18.75,11.276670455932617,10.19566822052002,0.3137594759464264,0.45562484860420227,2.9286787509918213,13.463724136352539,281.8567199707031,0.0
0,17,2147352576.0,2188197,8,29,-30.331302642822266,0.012706369161605835,0.04285807907581329,67.96875,101.953125,63.15789794921875,68.671875,18.75,18.75,18.75,11.432282447814941,10.19691276550293,0.31375956535339355,0.455624520778656,2.9286787509918213,12.278803825378418,268.68231201171875,0.0
0,17,2147352576.0,2188112,8,29,-30.221792221069336,0.03797583281993866,0.0011847466230392456,67.96875,101.953125,63.15789794921875,68.90625,18.75,18.75,18.75,11.416960716247559,10.208109855651855,0.31375929713249207,0.45562419295310974,2.9286787509918213,12.493086814880371,255.24888610839844,0.0
0,17,1904103680.0,2187001,8,29,-30.194808959960938,0.06429199874401093,-0.048078685998916626,67.96875,101.953125,63.15789794921875,69.140625,18.75,18.75,18.75,11.52123737335205,10.222334861755371,0.31375929713249207,0.4556247591972351,2.9286787509918213,15.377239227294922,243.64219665527344,0.0
0,17,1915604480.0,2186974,8,29,-30.045368194580078,0.09059871733188629,-0.10629488527774811,67.96875,101.953125,63.15789794921875,69.375,18.75,18.75,18.75,11.519779205322266,10.232890129089355,0.3137592673301697,0.45562484860420227,2.9286787509918213,22.04764175415039,237.10940551757812,0.0
0,17,1301867520.0,2187284,8,29,-29.92131996154785,0.11603572964668274,-0.1664559692144394,67.96875,101.953125,63.15789794921875,69.609375,18.75,18.75,18.75,11.376333236694336,10.234488487243652,0.31375959515571594,0.45562508702278137,2.9286787509918213,33.307167053222656,239.10772705078125,0.0
0,17,1197062912.0,2187500,8,29,-29.838911056518555,0.1416698843240738,-0.21426236629486084,67.96875,101.953125,63.15789794921875,69.84375,18.75,18.75,18.75,11.331482887268066,10.223664283752441,0.3137594163417816,0.45562422275543213,2.9286787509918213,50.04680633544922,250.10650634765625,0.0
0,17,1264834560.0,2193269,8,29,-29.7711181640625,0.16711777448654175,-0.2329586297273636,72.65625,101.953125,63.15789794921875,70.078125,18.75,18.75,18.75,11.226207733154297,10.198392868041992,0.31375938653945923,0.45562541484832764,2.9286787509918213,72.97047424316406,264.7360534667969,0.0
0,17,1195793408.0,2188739,8,29,-29.686702728271484,0.19024892151355743,-0.21098923683166504,72.65625,101.953125,63.15789794921875,70.3125,18.75,18.75,18.75,11.090631484985352,10.158038139343262,0.3137592673301697,0.45562463998794556,2.9286787509918213,101.86808013916016,273.7574768066406,0.0
0,17,1171626880.0,2188819,8,29,-29.610342025756836,0.21011735498905182,-0.1484246551990509,72.65625,101.953125,63.15789794921875,70.3125,18.75,18.461538314819336,18.75,10.930675506591797,10.104565620422363,0.3137592375278473,0.45562493801116943,2.9286787509918213,135.83058166503906,271.08453369140625,0.0
0,17,1121341440.0,2188980,8,29,-29.435386657714844,0.22674345970153809,-0.057635486125946045,72.65625,101.953125,63.15789794921875,70.3125,18.75,18.461538314819336,18.75,9.936151504516602,10.039026260375977,0.31375959515571594,0.45562469959259033,2.9286787509918213,173.66012573242188,259.19122314453125,0.0
0,17,1401098496.0,2189454,8,29,-29.31023597717285,0.24123504757881165,0.0416640043258667,72.65625,101.953125,63.15789794921875,70.3125,18.75,18.461538314819336,18.75,9.969446182250977,9.962493896484375,0.3137591779232025,0.45562416315078735,2.9286787509918213,214.4884490966797,247.099609375,0.0
0,17,1755735040.0,2189658,8,29,-29.248960494995117,0.2550220191478729,0.12960536777973175,72.65625,101.953125,63.15789794921875,70.3125,18.75,18.461538314819336,18.75,9.867546081542969,9.876598358154297,0.3137597143650055,0.45562463998794556,2.9286787509918213,258.0758361816406,243.14340209960938,0.0
0,17,2030901760.0,2189705,8,29,-29.18981170654297,0.2669171094894409,0.19143228232860565,72.65625,101.953125,63.15789794921875,70.3125,18.75,18.461538314819336,18.75,9.917291641235352,9.783120155334473,0.31375938653945923,0.4556245803833008,2.9286787509918213,303.51300048828125,249.30938720703125,0.0
0,17,1847527296.0,2188268,8,29,-29.121379852294922,0.27461451292037964,0.2188352346420288,72.65625,101.953125,63.15789794921875,70.3125,18.75,18.461538314819336,18.75,10.023431777954102,9.684048652648926,0.3137591779232025,0.4556248188018799,2.9286787509918213,348.5748291015625,260.7883605957031,0.0
0,17,1258324864.0,2188068,8,29,-29.033912658691406,0.27767956256866455,0.2097356617450714,72.65625,101.953125,63.15789794921875,70.3125,18.75,18.75,18.75,10.046591758728027,9.583245277404785,0.31375962495803833,0.455624520778656,2.9286787509918213,390.8232727050781,269.7434387207031,0.0
0,17,694828800.0,2187981,8,29,-28.913331985473633,0.2769489884376526,0.1688547134399414,72.65625,101.953125,63.15789794921875,70.3125,18.75,18.75,18.75,10.031699180603027,9.481752395629883,0.31375956535339355,0.45562490820884705,2.9286787509918213,428.4416809082031,270.5122375488281,0.0
0,17,346476864.0,2187907,8,29,-28.698543548583984,0.27373039722442627,0.107725128531456,72.65625,101.953125,63.15789794921875,70.3125,18.75,18.75,23.4375,10.200653076171875,9.380626678466797,0.31375962495803833,0.4556255042552948,2.9286787509918213,460.52581787109375,262.7889709472656,0.0
0,17,323579904.0,2187580,8,29,-28.475881576538086,0.2703284025192261,0.04248012602329254,72.65625,101.953125,63.15789794921875,70.3125,18.75,18.75,23.4375,10.347557067871094,9.281878471374512,0.3137594163417816,0.45562493801116943,2.9286787509918213,487.5506896972656,250.55178833007812,0.0
0,17,433091616.0,2187141,8,29,-28.33223533630371,0.2692573070526123,-0.010305285453796387,72.65625,101.953125,63.15789794921875,70.078125,18.75,18.75,23.4375,10.451470375061035,9.187453269958496,0.34032952785491943,0.4110073149204254,3.5866312980651855,511.2951354980469,238.07730102539062,0.0
0,18,864983104.0,2200387,8,29,-27.555707931518555,0.2702453136444092,-0.03914102911949158,72.65625,101.953125,63.15789794921875,69.84375,18.75,18.75,23.4375,10.636302947998047,9.098943710327148,0.34032943844795227,0.41100752353668213,3.5866312980651855,533.1981201171875,226.939453125,0.0
0,18,1459955968.0,2189141,8,29,-27.467679977416992,0.270571231842041,-0.04304741322994232,72.65625,101.953125,63.15789794921875,69.609375,17.578125,18.75,23.4375,10.829522132873535,9.01725959777832,0.3403293788433075,0.41100773215293884,3.5866312980651855,553.0870971679688,216.51901245117188,0.0
0,18,1645987968.0,2186147,8,29,-27.423616409301758,0.2681475877761841,-0.03289896249771118,72.65625,101.953125,63.15789794921875,69.375,17.578125,18.75,23.4375,11.136641502380371,8.942566871643066,0.34032952785491943,0.41100752353668213,3.5866312980651855,569.6815185546875,206.23423767089844,0.0
0,18,1950665216.0,2185950,8,29,-27.44999122619629,0.2616955041885376,-0.026111528277397156,72.65625,101.953125,63.15789794921875,69.140625,17.578125,18.75,23.4375,11.391807556152344,8.87418270111084,0.34032949805259705,0.4110075831413269,3.5866312980651855,581.1978759765625,196.26341247558594,0.0
0,18,1663583232.0,2186012,8,29,-27.49796485900879,0.24955010414123535,-0.03768743574619293,72.65625,101.953125,63.15789794921875,68.90625,17.578125,18.75,23.4375,11.730448722839355,8.81106948852539,0.34032970666885376,0.41100767254829407,3.5866312980651855,585.3533325195312,187.16041564941406,0.0
0,18,1790791168.0,2185876,8,29,-27.51264762878418,0.23021674156188965,-0.07290839403867722,72.65625,101.953125,63.15789794921875,68.671875,17.578125,18.75,23.4375,12.048443794250488,8.753445625305176,0.3403293788433075,0.41100701689720154,3.5866312980651855,579.8177490234375,180.46018981933594,0.0
0,18,1848519168.0,2185840,8,29,-27.5185546875,0.20409250259399414,-0.12434042990207672,72.65625,101.953125,63.15789794921875,68.4375,17.578125,18.75,23.4375,12.267216682434082,8.702466011047363,0.3403293192386627,0.41100791096687317,3.5866312980651855,563.4896850585938,179.16746520996094,0.0
0,18,1370976640.0,2191367,8,29,-27.569612503051758,0.1732492446899414,-0.17347955703735352,72.65625,101.953125,63.15789794921875,68.203125,17.578125,18.75,23.4375,12.481457710266113,8.658524513244629,0.3403298556804657,0.4110074043273926,3.5866312980651855,537.156005859375,185.2566680908203,0.0
0,18,1098894336.0,2185934,8,29,-27.595993041992188,0.13898849487304688,-0.1971684992313385,72.65625,101.953125,63.15789794921875,67.96875,17.578125,18.75,23.4375,12.895718574523926,8.621610641479492,0.3403295576572418,0.4110065698623657,3.5866312980651855,502.7581787109375,195.43154907226562,0.0
0,18,1068104960.0,2186367,8,29,-27.57328987121582,0.10177183151245117,-0.1773824840784073,72.65625,101.953125,63.15789794921875,67.96875,17.578125,18.75,23.4375,13.372696876525879,8.591909408569336,0.34032952785491943,0.4110078513622284,3.5866312980651855,462.8398132324219,201.39222717285156,0.0
0,18,1020224128.0,2186201,8,29,-27.540102005004883,0.06336784362792969,-0.10955566167831421,66.796875,101.953125,63.15789794921875,67.96875,17.578125,18.75,23.4375,13.661469459533691,8.569219589233398,0.34032970666885376,0.4110076129436493,3.5866312980651855,420.57135009765625,197.32383728027344,0.0
0,18,550356224.0,2186168,8,29,-27.56118392944336,0.026247262954711914,-0.004860192537307739,66.796875,101.953125,63.15789794921875,67.96875,17.578125,18.461538314819336,23.4375,13.517782211303711,8.553980827331543,0.34032967686653137,0.41100820899009705,3.5866312980651855,379.203125,187.46946716308594,0.0
0,18,222853632.0,2185890,8,29,-27.754863739013672,-0.008895158767700195,0.11330874264240265,66.796875,101.953125,63.15789794921875,67.96875,17.578125,18.461538314819336,23.4375,14.084909439086914,8.544602394104004,0.34032952785491943,0.4110080301761627,3.5866312980651855,341.3619079589844,184.51541137695312,0.0
0,18,304433856.0,2186007,8,29,-28.13735580444336,-0.04484081268310547,0.21533873677253723,66.796875,101.953125,63.15789794921875,67.96875,17.578125,18.461538314819336,23.4375,14.474818229675293,8.539205551147461,0.3403293788433075,0.4110080301761627,3.5866312980651855,309.2364196777344,198.47503662109375,0.0
0,18,484909376.0,2186060,8,29,-28.19428825378418,-0.08757972717285156,0.2718411087989807,66.796875,101.953125,63.15789794921875,67.96875,17.578125,18.461538314819336,23.4375,14.297800064086914,8.536109924316406,0.3403293788433075,0.4110070466995239,3.5866312980651855,285.98297119140625,225.5000762939453,0.0
0,18,786491776.0,2185771,8,29,-28.251052856445312,-0.13768887519836426,0.2620618939399719,66.796875,101.953125,63.15789794921875,67.96875,17.578125,18.461538314819336,23.4375,14.198166847229004,8.534014701843262,0.3403295576572418,0.4110077917575836,3.5866312980651855,276.3428955078125,248.56329345703125,0.0
0,18,1198332032.0,2185926,8,29,-28.29289436340332,-0.18741559982299805,0.18540775775909424,66.796875,101.953125,63.15789794921875,67.96875,17.578125,18.461538314819336,23.4375,13.850119590759277,8.531999588012695,0.3403295874595642,0.4110068678855896,3.5866312980651855,283.83319091796875,253.32315063476562,0.0
0,18,1298741760.0,2185642,8,29,-28.333532333374023,-0.23165583610534668,0.06780566275119781,66.796875,101.953125,63.15789794921875,67.96875,17.578125,18.461538314819336,23.4375,13.718360900878906,8.529139518737793,0.3403295576572418,0.4110081195831299,3.5866312980651855,309.11431884765625,242.95579528808594,0.0
0,18,1465583872.0,2185499,8,29,-28.347583770751953,-0.2698385715484619,-0.04751034080982208,66.796875,101.953125,63.15789794921875,67.96875,17.578125,18.461538314819336,23.4375,13.168322563171387,8.523554801940918,0.3403295874595642,0.41100800037384033,3.5866312980651855,351.0157470703125,231.93661499023438,0.0
0,18,1887189248.0,2185570,8,29,-28.32166290283203,-0.30144238471984863,-0.12026262283325195,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.461538314819336,23.4375,12.819107055664062,8.511125564575195,0.36627376079559326,0.39819326996803284,3.8165059089660645,406.7816467285156,227.5713348388672,0.0
0,18,2147418112.0,2199726,8,29,-28.22209358215332,-0.3255624771118164,-0.1303984373807907,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.461538314819336,23.4375,12.47086238861084,8.486137390136719,0.36627396941185,0.3981921076774597,3.8165059089660645,472.09442138671875,224.69464111328125,0.0
0,18,2147418112.0,2183741,8,29,-28.248491287231445,-0.34058642387390137,-0.08401394635438919,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.75,23.4375,12.25798511505127,8.44700813293457,0.3662738800048828,0.39819395542144775,3.8165059089660645,540.884033203125,216.9890899658203,0.0
0,18,1873952768.0,2183646,8,29,-28.39683723449707,-0.34674370288848877,-0.008156511932611465,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.75,23.4375,12.048818588256836,8.395011901855469,0.36627379059791565,0.3981933891773224,3.8165059089660645,607.02685546875,206.1728973388672,0.0
0,18,2147418112.0,2183602,8,29,-28.518749237060547,-0.34863996505737305,0.06014204025268555,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.75,23.4375,11.901137351989746,8.319701194763184,0.3662738800048828,0.3981931209564209,3.8165059089660645,667.8740234375,197.67279052734375,0.0
0,18,2147483648.0,2185105,8,29,-28.702865600585938,-0.3507251739501953,0.08628791570663452,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.75,23.4375,11.552895545959473,8.220304489135742,0.3662741780281067,0.39819374680519104,3.8165059089660645,724.0947265625,191.51194763183594,0.0
0,18,1834884352.0,2184962,8,29,-28.979698181152344,-0.35423409938812256,0.05086890608072281,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.75,23.4375,11.246615409851074,8.09996509552002,0.36627399921417236,0.39819347858428955,3.8165059089660645,777.1669921875,183.2301788330078,0.0
0,18,2147352576.0,2186153,8,29,-29.00625228881836,-0.36085110902786255,-0.04134943336248398,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.75,23.4375,11.134387969970703,7.96395206451416,0.36627396941185,0.3981929123401642,3.8165059089660645,829.663818359375,174.9235382080078,0.0
0,18,2071985920.0,2191777,8,29,-29.10782241821289,-0.3696439862251282,-0.16152536869049072,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.75,23.4375,10.97189712524414,7.817764759063721,0.36627376079559326,0.3981931805610657,3.8165059089660645,883.3340454101562,179.2225799560547,0.0
0,18,1967207936.0,2186067,8,29,-29.335708618164062,-0.37591123580932617,-0.2654307186603546,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.75,23.4375,10.84354019165039,7.667229175567627,0.3662741780281067,0.3981936275959015,3.8165059089660645,936.3099365234375,205.48818969726562,0.0
0,18,2147418112.0,2185884,8,29,-29.493759155273438,-0.3799530863761902,-0.30883562564849854,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.75,23.4375,10.868910789489746,7.515416622161865,0.36627405881881714,0.3981926739215851,3.8165059089660645,987.043212890625,242.9034881591797,0.0
0,18,2147418112.0,2186087,8,29,-29.493759155273438,-0.38476723432540894,-0.26650726795196533,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.75,23.4375,11.019659996032715,7.360252857208252,0.3662739098072052,0.39819401502609253,3.8165059089660645,1036.3846435546875,266.2713928222656,0.0
0,18,2147352576.0,2184778,8,29,-29.610824584960938,-0.3878213167190552,-0.1436588168144226,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.75,23.4375,11.138768196105957,7.200621604919434,0.36627432703971863,0.3981931805610657,3.8165059089660645,1083.151611328125,263.2767333984375,0.0
0,18,2147418112.0,2184795,8,29,-29.869478225708008,-0.3858870267868042,0.027969002723693848,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.75,23.4375,11.254739761352539,7.039498329162598,0.3662740886211395,0.39819300174713135,3.8165059089660645,1123.7452392578125,250.5040283203125,0.0
0,18,2147483648.0,2184777,8,29,-29.981252670288086,-0.3820514678955078,0.20245635509490967,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.75,23.4375,11.363710403442383,6.881407260894775,0.3662740886211395,0.39819324016571045,3.8165059089660645,1157.333984375,258.4731140136719,0.0
0,18,2147483648.0,2186248,8,29,-29.981252670288086,-0.3793545961380005,0.33253827691078186,66.796875,101.953125,63.15789794921875,67.96875,16.40625,18.461538314819336,23.4375,11.6093111038208,6.732699871063232,0.36627405881881714,0.39819344878196716,3.8165059089660645,1185.510498046875,300.8403015136719,0.0
